Experiment,lab,Language,Subject,Sex,KL,Age_months,Age_years,method,cite,typical
Almoammer_Barner_2013,Barner,English,101812-S2,NA,0,32,2.6666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101912-GW,NA,0,28,2.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101912-NW,NA,0,28,2.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101912-SW,NA,0,28,2.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,102612-JD,NA,0,29,2.4166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110612-DR,NA,0,26,2.1666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110712-CM,NA,1,33,2.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110712-JB,NA,0,29,2.4166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110712-ML,NA,1,33,2.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,111412-KP,NA,0,32,2.6666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112612-CJ,NA,2,34,2.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112612-DF,NA,0,28,2.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112612-SB,NA,1,31,2.5833333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112712-IM,NA,0,28,2.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100210-C1,NA,2,38,3.1666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100212-AR,NA,CP,46,3.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-LM,NA,CP,48,4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-PH,NA,3,46,3.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-RW,NA,2,46,3.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100512-JC,NA,2,47,3.9166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100912-AB,NA,CP,38,3.1666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101012-AW,NA,CP,45,3.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101012-GS,NA,2,44,3.6666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101012-LO,NA,0,46,3.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101012-SK,NA,0,38,3.1666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101112-AA,NA,2,43,3.5833333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101112-AC,NA,CP,45,3.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101112-CW,NA,CP,48,4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101212-HS,NA,2,39,3.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,101812-BB,NA,1,39,3.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,102512-JG,NA,CP,43,3.5833333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,102512-MH,NA,4,43,3.5833333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110612-BP,NA,CP,41,3.4166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110712-CN,NA,4,39,3.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110712-MS,NA,3,37,3.0833333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110812-PF,NA,CP,40,3.3333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110812-SM,NA,CP,42,3.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110912-AC,NA,CP,47,3.9166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,110912-OV,NA,CP,47,3.9166666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,111512-JS,NA,3,46,3.8333333333333335,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112612-KJ,NA,4,45,3.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112612-YM,NA,CP,48,4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,112712-DA,NA,CP,42,3.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,120312-GB,NA,0,32,2.6666666666666665,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100212-LM,NA,0,50,4.166666666666667,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-CA,NA,CP,57,4.75,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-EL,NA,CP,55,4.583333333333333,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-GS,NA,CP,51,4.25,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
Almoammer_Barner_2013,Barner,English,100312-HG,NA,CP,54,4.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Marusic, F., O’Donnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings. Proceedings of the National Academy of Sciences, 110(46), 18448-18453.",typical
